ID,Message,SPAM
790274,"HOSPITAL OFTALMOLÓGICO - leia e repasse NÃO DELETE

HOSPITAL OFTALMOLÓGICO - leia e repasse
O jornal da rede globo mostrou uma reportagem sobre o hospital dos
 olhos de Sorocaba.Esse hospital é sem fins lucrativos. Ele é
conveniado com o SUS, e tem capacidade para realizar cerca de 300
(trezentos) transplantes de córneas por mês, pois há um estoque de
córneas suficiente para a realização dos mesmos.
Entretanto, esse hospital está realizando somente cerca de 120 (cento
e vinte) transplantes por mês, devido a falta de pacientes. As córneas
não utilizadas estão sendo jogadas fora por passarem do tempo de
utilização e validade!
Repassando de mão em mão este e-mail poderá cair na mão de alguém que
conheça uma pessoa que está a espera de córneas. Ela pode entrar em
contato com o Hospital Oftalmológico de Sorocaba - SP e se curar!
TELEFONE -
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 &gt; (15) 3212-7009
(15) 3212-7009 (15) 3212-7009

- DE 2ª A 6ª FEIRA

Atenciosamente,

Dr. Eduardo Bezerra -médico
POR FAVOR, REPASSEM ESTE E-MAIL. VOCÊ PODE NÃO ESTAR PRECISANDO, MAS
SEMPRE HÁ ALGUÉM NECESSITANDO.",True
922896,"Koe galera 😉😉
Morreu geral",True
881943,Agora mesmo a salto na taquara banco itau estrada do tindiba c um meliante preso,False
546612,Cristina,True
536471,"😔😔😔😞😩
To mal
Vo mrm😞
O mizera vai vim pra ka mais tarde
Meuovo
Vai vim pra ka nao no bagulho do meno
Eu nao vo nao to ruizao
Ai meu piru
Vo nada cr td sem condicoes cr
Se eu nao tivesse desse jeito eu ua
Vem entao",True
466193,"Oiw gente
TB??
Ss",True
302596,ela e as criancas podem morrer em Araruama,False
973262,"Mc nick, fala comigo",True
545396,"Isso não parece nem uma rua
Moro em Belford Roxo gogó da ema
Rua doutor Sergio Rodrigues",True
725203,"😕
To trista
Triste*
Pv Os dois",True
967097,"Crlh saudades do meu irmão quero que deus tire ele daquele lugar
😪😪😪
Acabou de me ligar e disse que nn aguenta mais ficar mais lá dentro tnc mano to chorando s&#x2F;neurose 😭😭",True
951275,"Ia  Marcello
Td bem mano
Cadê vc Helen gostosa
Daquele jeito mano
Cade ad ppk
To bêbedo mano
Precisa fica com vergonha não Helen gostosa",True
1038166,"ASSALTO AO PAGUE FÁCIL DO TERMINAL RODOVIÁRIO EM MOSSORÓ.
￼
Dois elementos, sendo um gordo e um magro, 
ASSALTO AO PAGUE FÁCIL DO TERMINAL RODOVIÁRIO EM MOSSORÓ.
￼
Dois elementos, sendo um gordo e um magro, 
Micro ônibus do Programa Crack, É Possível Vencer é utilizado em ações de segurança em Mossoró


Policiais do 2º Batalhão de Polícia Militar (2º BPM) monitoraram neste sábado (18), uns dos maiores mercados de Mossoró, o mercado do Vuco-Vuco, que fica na Avenida Rio Branco, no Bairro Bom Jardim, na região Oeste do Rio Grande do Norte.

Sob o comando do Major Humberto Pimenta, os policiais realizaram o monitoramento por câmeras do ônibus adquiridas por meio do programa do Ministério da Justiça, &quot;Crack, É Possível Vencer&quot;. O ônibus conta com sete câmeras, sendo uma delas a oito metros de altura, e alcança um raio de 1.500 metros.

O ônibus é usado em Mossoró para auxiliar nas ações de policiamento ostensivo em locais onde os índices de criminalidade são maiores. O veículo funciona como um Centro de Comando e Controle dando suporte tecnológico aos profissionais de segurança pública que atuam nas operações.

O programa &quot;Crack, É possível Vencer&quot; foi implantado em Mossoró, desde do dia 27 de abril, e nesse período já esteve em vários bairros de Mossoró. Segundo o Major Humberto Pimenta, comandante do 2ºBPM, os resultados com a chegada dos novos equipamentos tem sido positivos.

nente Christiano Couceiro
Micro ônibus do Programa Crack, É Possível Vencer é utilizado em ações de segurança em Mossoró


Policiais do 2º Batalhão de Polícia Militar (2º BPM) monitoraram neste sábado (18), uns dos maiores mercados de Mossoró, o mercado do Vuco-Vuco, que fica na Avenida Rio Branco, no Bairro Bom Jardim, na região Oeste do Rio Grande do Norte.

Sob o comando do Major Humberto Pimenta, os policiais realizaram o monitoramento por câmeras do ônibus adquiridas por meio do programa do Ministério da Justiça, &quot;Crack, É Possível Vencer&quot;. O ônibus conta com sete câmeras, sendo uma delas a oito metros de altura, e alcança um raio de 1.500 metros.

O ônibus é usado em Mossoró para auxiliar nas ações de policiamento ostensivo em locais onde os índices de criminalidade são maiores. O veículo funciona como um Centro de Comando e Controle dando suporte tecnológico aos profissionais de segurança pública que atuam nas operações.

O programa &quot;Crack, É possível Vencer&quot; foi implantado em Mossoró, desde do dia 27 de abril, e nesse período já esteve em vários bairros de Mossoró. Segundo o Major Humberto Pimenta, comandante do 2ºBPM, os resultados com a chegada dos novos equipamentos tem sido positivos.

nente Christiano Couceiro

18&#x2F;07&#x2F;15
TESTEMUNHA-CHAVE DA CHACINA DE MULHERES NO RN SOFRE ATENTADO
Ela é irmã do homem preso apontado como mentor da matança em Itajá. Mulher foi seguida, amarrada, espancada e quase teve o corpo incendiado. 
￼

A testemunha-chave da cha

18&#x2F;07&#x2F;15
TESTEMUNHA-CHAVE DA CHACINA DE MULHERES NO RN SOFRE ATENTADO
Ela é irmã do homem preso apontado como mentor da matança em Itajá. Mulher foi seguida, amarrada, espancada e quase teve o corpo incendiado. 
￼

A testemunha-chave da cha
DEO] GRAVE ACIDENTE ENVOLVENDO MOTO E ANIMAL (JUMENTO) NA AVENIDA RIO BRANCO EM MOSSORÓ
￼
Um grave acidente envolvendo uma moto TRAXX MOBY 50cc e um animal (jumento) foi registrado por volta das 13:00hs deste sábado 18 de julho de 2015 na Avenida Rio Branco
DEO] GRAVE ACIDENTE ENVOLVENDO MOTO E ANIMAL (JUMENTO) NA AVENIDA RIO BRANCO EM MOSSORÓ
￼
Um grave acidente envolvendo uma moto TRAXX MOBY 50cc e um animal (jumento) foi registrado por volta das 13:00hs deste sábado 18 de julho de 2015 na Avenida Rio Branco
EM GRAVAÇÃO TESTEMUNHA-CHAVE DE CHACINA NO RN PEDE PARA NÃO MORRER.
Irmã do suposto mentor da matança em Itajá, mulher escapou de atentado.Policial telefonou e acabou gravando o momento de súplica da vítima. 
EM GRAVAÇÃO TESTEMUNHA-CHAVE DE CHACINA NO RN PEDE PARA NÃO MORRER.
Irmã do suposto mentor da matança em Itajá, mulher escapou de atentado.Policial telefonou e acabou gravando o momento de súplica da vítima. 
ACIDENTE COM VÍTIMA FATAL NA BR 110 ENTRE MOSSORÓ E UPANEMA
ACIDENTE COM VÍTIMA FATAL NA BR 110 ENTRE MOSSORÓ E UPANEMA",True
1001877,"Buraco em Pedra de guaratiba perto da banda. Cada dia aumenta e não existe nenhuma sinalização.
Rua belchior da Fonseca",False
349308,"---
--
Enviado a partir do WhatsApp
Esse casal veio do Paraguai e esta sequestrando crianças daqui do Brasil pra tirar os orgão... Gente tomem muito cuidado e compartilhe a foto deles, quanto mais gente souber melhor.",False
466351,Cachorro dormindo no banco da estação  magarça do brt,False
271722,"Vcs estão vendo ai os moradores tentando arruma a quadra pra jogar bola, prefeito Alexandre Cardoso, cáde vc aparece aqui no nosso bairro queremos uma solução,",False
736226,"Bom dia
É uma vergonha mas estou parada na estação BRT Santa Veridiana em Santa Cruz e não consigo entrar em nenhum onibus de tão cheio foraos que não param",False
378812,"NÃO ATENDA ESTE NÚMERO DE JEITO NENHUM. PASSE PARA O MAIOR NÚMERO DE PESSOAS. NÃO ATENDA LIGAÇÃO DO CELULAR DE NÚMERO:

          (84) 91316949

TODOS OS NÚMEROS QUE ESTÃO ATENDENDO, ESTÃO SENDO CLONADOS.

REPASSANDO",True
521541,Confronto no moro buraco do boi e nova Iguaçu essa prisão foi hoje .,False
379833,Bora gordão acorda,True
605180,"Bom dia... Só acho que enquanto os direitos humanos continuarem a reprimir ações de policiais contra bandidos, a sociedade só tende a piorar... A cituação vai de mal a pior, pessoas de bem continuarão morrendo, policiais continuaram morrendo e os bandidos continuarão soltos... Pelo contrário, sendo um policial a tirar a vida de um bandido ele ainda corre o risco de ser condenado! ISSO NÃO EXISTE!
Situação*",False
283318,"Essa e de agora..do alto da monha casa.pois moro em sima.
Np segundo amdar.
Oda semana os dias de chuva e,asdim qui vivemos.",False
467616,Esse ônibus ele é de manguariba santa cruz olha o perigo,False
277699,"Maicon Jordan esta no looney tunes
😱😱😱😱",True
603530,O pessoal da prefeitura podou as árvores da Praça do Luiz Caçador em São Gonçalo e ainda não retiraram os galhos que estão em cima da calçada nos obrigando a passar na rua.,False
703827,"PPF
Pff
Pfd
IISSO N SE PODE FAZER ISSO TA ERRADO 😓",True
549318,"Bom dia sou Alexandre, acho que esse tiroteio, são responsabilidade do estado máquina do as comunidades, nao faz nada, para melhorar o que o pezao fala sobre isso, nem bota a cara",False
641967,"Boa noite, Eu tenho um filho enternado no hospital Getulio Vargas hoje no horario do almoço acontecei um fato um funcionario responsavel em anota no livro de resistro de funcionario e acompahantes  que autorizar  os almoço veio correndo pelo coredor do hospital procurado um faiso maqueiro que queria almoça  com um colete e um cracha de um funcionario ele não deixou por ele reconheceu como  maqueiro do.hospital tentou chamar a policia e seguranças  ao chegar em em casa minha esposa informou todos os pacientes e médicos enfermeiros e acompanhante da ortopedia 
do hospital getúlio vargas  foram assaltado pelo homem alto de chaleco branco não posso confirmar se veridico o  assalto estou emviamdo esta mesagem por eu  presenviei o  alboroço em torno das 14:00 ou 14:30 emtrada da portaria emfrente a  UPA da Penha.
uma  difiuldade.para vc entra para visitar.o paciente com este ladrão entrou no hospital
bom dia minha esposa chegou agora no hospital referente o assalto que assalto que houve ontem no getúlio vargas e você a polícia encontrou o homem branco com a marrom e entrou correndo para o hospital ver se acha mais alguém não deixando nenhum e um médico não fez mesmo né um acompanhante e nem ninguém então getúlio vargas a fazer uma vistoria de se acha mais algum bandido  
isso agora nesse exato momento eu tô em casa minha esposa me ligou agora dizendo que tá com medo que meu filho tá internado lá dentro a polícia entrou correndo fazendo hospital ver se a chama de um bandido em assalto de ontem encontrou o homem que roubou o ontem hoje agora de manhã meu nome é josé meu nome é arruda  .
Boa noite, Eu tenho um filho enternado no hospital Getulio Vargas hoje no horario do almoço acontecei um fato um funcionario responsavel em anota no livro de resistro de funcionario e acompahantes  que autorizar  os almoço veio correndo pelo coredor do hospital procurado um faiso maqueiro que queria almoça  com um colete e um cracha de um funcionario ele não deixou por ele reconheceu como  maqueiro do.hospital tentou chamar a policia e seguranças  ao chegar em em casa minha esposa informou todos os pacientes e médicos enfermeiros e acompanhante da ortopedia 
do hospital getúlio vargas  foram assaltado pelo homem alto de chaleco branco não posso confirmar se veridico o  assalto estou emviamdo esta mesagem por eu  presenviei o  alboroço em torno das 14:00 ou 14:30 emtrada da portaria emfrente a  UPA da Penha.
uma  difiuldade.para vc entra para visitar.o paciente com este ladrão entrou no hospital
Boa noite, Eu tenho um filho enternado no hospital Getulio Vargas hoje no horario do almoço acontecei um fato um funcionario responsavel em anota no livro de resistro de funcionario e acompahantes  que autorizar  os almoço veio correndo pelo coredor do hospital procurado um faiso maqueiro que queria almoça  com um colete e um cracha de um funcionario ele não deixou por ele reconheceu como  maqueiro do.hospital tentou chamar a policia e seguranças  ao chegar em em casa minha esposa informou todos os pacientes e médicos enfermeiros e acompanhante da ortopedia 
do hospital getúlio vargas  foram assaltado pelo homem alto de chaleco branco não posso confirmar se veridico o  assalto estou emviamdo esta mesagem por eu  presenviei o  alboroço em torno das 14:00 ou 14:30 emtrada da portaria emfrente a  UPA da Penha.",False
997822,"SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!
SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!
SÃO GONÇALO PEDE SOCORRO CONTRA A VIOLÊNCIA!",False
321887,"Eu nao sei mais aonde esse pais vai parar
A entrevista do ministro ex tesoureiro da campanha dilma praticamente falando ou intimidando a imprensa dizendo que democratizar a verba da comunicacao 
Sera que estava mandando um recado para globo que se continuasse a publicar a verdade perderiam verbas de anuncios 
Sera pra esconder toda sujeira vao comprar os meios de comunicacao
Que desespero em qualquer lugar do mundo o partido envolvido nesses escandalos ja teria saido do poder",True
606886,Manifestação de alunos e professores da UERJ na Rua pinheiro machado em laranjeiras.,False
375883,Essa apreençao foi em Itaguai logo após o tiroteio,False
752650,"😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹😹
Me ligaram o crlh
😹😹😹😹
😹😹😹😹",True
843496,"Olá. 
Vim te pedir uma ajuda. Por favor nao ignore minha mensagem... Leia até o final. 

Há um mês atrás ocorreu um assalto na porta da escola do meu filho, levaram o carro do tio de uma amiguinha da turma dele.
Hoje bandidos armados deram tiros na porta da escola no momento da saída dos alunos.
Meu pedido:
Que você perca uns minutinhos do seu dua me ajudando e ajudando essas crianças! 
Como?!
Simples... peço que ligue para o disque-denuncia 2253-1177
Informe o ocorrido...e peça policiamento... o bairro está abandonado...mas não podemos desistir!!!

Vamos lutar pela segurança das nossas crianças! !!

A ligação não é cara... É um número fixo... por favor...me ajudem!!!

Escola Pirralho
Rua Fernandes Leão - Vaz Lobo

Obrigada pela atenção 

Lucimara",False
635690,Heiste video patecer com vc junho😂😂😂,True
793271,"Para d se maluco
Ta dano vaco no ar
Kkkkkkkkk para d iventar lxao
Comesso os cao da.madrugada
Um pio q oboutro
Kkkkkkkkkk aq o tempp e regulado
So chove cono nessessario
Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Ta desenrolano com.catarinense e mineira
Kkkj
Kkkkkkkkkkkkkk
Falei
[1h20 19&#x2F;06&#x2F;2015] Davi: Ta desenrolano com.catarinense e mineira
[1h21 19&#x2F;06&#x2F;2015] Rennan Tricollo: Duvido kkkk
[1h21 19&#x2F;06&#x2F;2015] Rennan Tricollo: As 2 mora em minas
So chato nas previsao do tufa
Disirola.uma pro ruan
Kkkkkkk
Tu ahsa q eu n sei
Tao d panela kkkkkk
Qro ver sair d novas
Trava no novas ou no q ta faseno kkj
Crl mane
Chuvinha nojentq
Amanha eu os sigo jovis
Kkkkkkkkkkkkkkk
Eubri disso
Cristiano granulaldo
Kkkkjkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Crl
Eu me divirto mane
Co as foto dele
Eu choro
Pprt
Hj eu fui v as foto
Fiquei rino sozin
Pqp
Vo dormi.mane
Sp grtao
N poso pernoitar
Ta ne col temporada ?
Seu cu
Tu e o primero a dormi daq
Sao qnts temporada ?
Qro v ir os 20
Tu e o primero lx
Se eu fo tu termina ca milena ?
Ala disfarssso
Ama tanto q n apslosta
Sao contas teporads d nartural trakina ?
disfarssa vc mau disfarssaa 🎶
Meu pau
Tu ta q nem viadp com isso
Para d da antivacp no ar
Saidae
Caozerao",True
945779,".
Manhã de sexta-feira no RJ.",False
604600,Hoje o Rapaz da Previsão do Tempo disse de hoje até Domingo iria estar com Sol e a Temperatura iria subir gradativamente tá chovendo agora 17:50 hs pq? Agora cobre dele Kkkkkkkk,True
688583,"Td e com vcs??
Q carinha de surpresa é essa?? Kkkkk
É resolvi falar alguma coisa.. o grupo ta meio morto kkkk",True
680843,"A Saaaaapaaaa tá no meio?
🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸👮👮👮👮👮👮👮👮👮👮👮👮👮👮",True
342908,"São Gonçalo, isso aqui não existe, sinais não sicronizados, a guarda municipal sumiu, ônibus um forno.
Se ferra explicando atraso. Quase uma hora e não andamos 10km.
Trabalhador que
Condições do trânsito no Paraíso, P. Velho, Vila lage e Neves. UMA BOSTA. Alternativa: FICA EM CASA.",False
263128,"Cheguei
Já saiu",True
914158,Boa tarde rose Boa tarde miih,True
308282,Rua Celso de Melo em Bangu não pode chover que fica  alagada isso acontece a mais de 30 anos.,False
530857,Olá boa tarde... Gostaria de denunciar a falta de clinicas para realizar fisioterapia aqui em Niterói .. Elas estão fechando por falta de pagamento dos funcionários ! Minha mãe foi transferida de uma clinica que funcionava na amaral peixoto n° 55 para Icaraí q também está fechando ! Os funcionários estão vendendo guarda chuva dentro da clínica para ganhar algum dinheiro para manter a clínica aberta !,True
797582,"Alguém tem sangue AB negativo ou conhece alguém? É urgente!
Uma crianca esta na policlínica precisando de sangue e no hemocentro não tem. Ela está correndo risco de morte... O nome dela é Elisa Mirela Guedes de Lima. É só chegar no hemocentro e doar no nome dela. Se quiserem repassar p outro grupo, ajudem galera um dia podemos precisar d ajuda tbm ...podem enviar.
Repassando
Ajudem a repassar por favor. 996618051 é o tel da pessoa",True
737059,"Bom dia
Estou tentando enviar um video de uma mae q precisa de ajuda
Ela precisa de uma reportagem .. precisa divulgar sua historia
Sera q vcs podem ajuda-la?
So consegui tirar um print
O face dela e Pricila Dú stark
Eu não há conheço.. uma amiga compartilhou o video dela e eu me comovi
São todos seres humanos .. devemos ajudar uns aos outros.. e essa foi a forma q eu pude ajudar .. espero vcs tbm poderem ajuda-la
Obrigada .. bom dia",False
665731,"Foi sim, porém perdi 3 pontos mais foi por causa da chuva tava muito ruim :&#x2F;
Se eu perdesse mais algum tava reprovado",False
515057,Panelaço no bairro do Grajaú - Rj,False
1017748,"Vamos sair desse &quot;Oi&quot; aew
Vamos sair desse &quot;Oi&quot; aew
Como estao todos genten?
Como estao todos genten?",True
548105,"Assista a &quot;Criança cantando música da frozen.&quot; no YouTube - Criança cantando música da frozen.: https:&#x2F;&#x2F;youtu.be&#x2F;UBJEkiWLnvQ
Este é só para lembrar, que nem sempre, o jornal traz  notícias ruins, maldades e crimes contra crianças!!!",True
737345,Mulher &quot;estaciona&quot; o carro em plena Av. Brasil para ir à Lotérica.,False
454056,"Ah vou dormir
Não me aguento mais 😞",True
966439,"Sonha q ta comendo buceta e acorda com pau melado
Oloco
Linguiça toscano
Alguem afim d aperta um baseado
Oi
Luci
Termina minha md10
Quero sair bronze 5 m
N*
Blz
Perdi 5 ganhei 2
&#x27;-",True
537768,Oie gente segunda vcs estao de volta,True
381800,"Recebi a informação de um amigo que trabalha na Petrobras, que a referida empresa, está sem pagar a empresa Oi, desde 2013, somando aproximadamente R$8.000.000,00. Devido a este atraso, a empresa estava sem internet e ontem teria uma reunião para resolver isso. Peço gentileza de manterem o sigilo de meu nome. Mas gostaria que vcs investigassem a informação. Pelo que eu soube houve desvio da parte de um funcionário",True
1033741,Feliz dia do amigo,True
930916,"&quot;O marido no leito de morte chama a esposa...
ela: sim querido.
 ele: vou morrer e preciso me confessar.
ela: ñ meu amor, ñ precisa confessar nada.
ele: preciso sim. Qro ir em paz e tenho q lhe dizer q fiquei cm sua irmã, sua melhor amiga , nossas vizinhas e desde q casamos nunca parei d te enganar.
ela: tudo bem meu amor, eu descobri tudo isso ontem. Agora fica quietinho e deixa o VENENO fazer o efeito...&quot;

▕▔▔▔▔▔▔▔▔▏
▕ ╱▔▔▔▔╲  
▕▕             ▏  aaaa mizera
▕▕                    ▏
▕      😳 .     ▏
▕╱▔▔▔▔▔▔▔╲
▕ ╲    ╲
▕╲ ╲        ╲
  ╲▕▔▔▔▔▔▔▔▔▏
   ▕▔▔▔▔▔▔▔▔▏

😂😂😂😂😂😂😂😂😂
Bom dia !!!!!!😂😂😂😂😂😂😂😂😂😂😂😂😂😘😘😘😘😘😘😘😘😘😘😘😘😘😘",True
753659,"Olá ,sou espectadora assídua do programa...e gostaria de fazer uma reclamação ,chamando a atenção de vocês para esse perigo à mais de um mês na Rua
General Cristóvão Barcelos em Laranjeiras",False
398643,"Homem baleado agora  posto 5 da barra
DougLas Moreira",False
1034424,"F
F
😒
😒
Kkk
Kkk
Kakaka
Kakaka
🍬
🍬
?
?",True
615677,"Sinalizador da rua Constante Ramos com Av. Atlântica no. 2936 a 2884 
A cidade no chão ",False
844937,TV Globo,True
878072,Bom dia facheu!  Estamos aqui no navio e ligados todas as manhãs no bom dia rio.,False
782364,"The vacue
Teu rabo
Resevatoro d agua da bxd e td d bangu kk
Tem msm n kkk
Se tivese asfolto tu n ia pressisa anda d bota kkkk
Fofao meu saco",True
456823,Pprt..,True
625181,"😌
Pucha assunto ae gente
Nada 😂",True
